date,averageprice,total_volume,4046,4225,4770,total_bags,small_bags,large bags,xl_bags,type,year,region,pct_chg_quantity,pct_chg_price,price_eod
2018-01-14,1.2,37299945.22,12600918.24,11866197.84,652808.4,12180020.74,8128241.88,3917569.95,134208.91,conventional,2018,TotalUS,0.016,0.062,0.25806451612903225
2018-01-21,1.08,42939821.55,14218843.83,13929702.12,928815.12,13862460.48,9866218.28,3789722.9,206519.3,conventional,2018,TotalUS,0.151,-0.1,-1.5099999999999998
2018-01-28,1.09,40171640.84,14551799.5,12119884.61,575974.74,12923981.99,9749412.19,3041125.42,133444.38,conventional,2018,TotalUS,-0.064,0.009,-7.111111111111112
2018-02-04,0.87,62505646.52,21620180.9,20445501.03,1066830.22,19373134.37,13384586.8,5719096.61,269450.96,conventional,2018,TotalUS,0.556,-0.202,-2.7524752475247527
2018-02-11,0.97,43167806.09,15870677.7,11541844.87,652856.58,15102426.94,10844852.22,4023485.04,234089.68,conventional,2018,TotalUS,-0.309,0.115,-2.6869565217391305
2018-02-18,1.08,36709887.49,13262751.42,10491918.44,552969.73,12402247.9,9023351.68,3151157.42,227738.8,conventional,2018,TotalUS,-0.15,0.113,-1.327433628318584
2018-02-25,1.06,40021528.76,13829857.87,10415463.59,724330.16,15051877.14,10666942.78,4081397.72,303536.64,conventional,2018,TotalUS,0.09,-0.019,-4.7368421052631575
2018-03-04,1.07,40741214.05,14439547.46,11289307.37,571747.72,14440611.5,10832907.44,3339214.96,268489.1,conventional,2018,TotalUS,0.018,0.009,2.0
2018-03-11,1.09,40449603.12,14089091.05,10758039.45,707578.82,14894893.8,11392828.89,3229556.62,272508.29,conventional,2018,TotalUS,-0.007,0.019,-0.368421052631579
2018-03-18,1.05,41386314.12,13707389.51,11061051.69,645380.85,15972492.07,11712807.19,3988101.74,271583.14,conventional,2018,TotalUS,0.023,-0.037,-0.6216216216216216
2018-03-25,1.03,43409835.75,14130799.1,12125711.42,758801.12,16394524.11,12540327.19,3544729.39,309467.53,conventional,2018,TotalUS,0.049,-0.019,-2.5789473684210527
